Date,gross,net
2019-08-20,-0.14066301174409762,-0.1794130117440978
2019-08-21,-0.1405968943471689,-0.17959689434716908
2019-08-22,-0.11779670754545024,-0.15704670754545041
2019-08-23,-0.12160961556786169,-0.16110961556786188
2019-08-26,-0.11438552531496408,-0.15413552531496427
2019-08-27,-0.12344928402554863,-0.1634492840255488
2019-08-28,-0.13606396161790668,-0.17631396161790686
2019-08-29,-0.13077241083813684,-0.17127241083813702
2019-08-30,-0.1120419753825657,-0.1527919753825659
2019-09-03,-0.1238175002704121,-0.1648175002704123
2019-09-04,-0.15027657427120483,-0.19152657427120504
2019-09-05,-0.1464994288427906,-0.1879994288427908
2019-09-06,-0.1563382733572398,-0.19808827335724
2019-09-09,-0.16854290714700731,-0.21054290714700752
2019-09-10,-0.16289843216831423,-0.20514843216831444
2019-09-11,-0.15765549192349249,-0.2001554919234927
2019-09-12,-0.15986333051059526,-0.20261333051059546
2019-09-13,-0.1549254144140541,-0.1979254144140543
2019-09-16,-0.13897436496748203,-0.18222436496748223
2019-09-17,-0.13099170291132528,-0.17449170291132549
2019-09-18,-0.13209744035715376,-0.17584744035715397
2019-09-19,-0.12218247186048706,-0.16618247186048726
2019-09-20,-0.12172843016482877,-0.165978430164829
2019-09-23,-0.1050360411922879,-0.14953604119228814
2019-09-24,-0.12209573572869303,-0.16684573572869327
2019-09-25,-0.11603268706128332,-0.16103268706128357
2019-09-26,-0.10713857715428374,-0.152388577154284
2019-09-27,-0.10975683725686475,-0.155256837256865
2019-09-30,-0.09402866644412493,-0.1397786664441252
2019-10-01,-0.09180198000719643,-0.1378019800071967
2019-10-02,-0.09784158736267876,-0.14409158736267902
2019-10-03,-0.087646940280379,-0.13414694028037927
2019-10-04,-0.09182979793378464,-0.13857979793378492
2019-10-07,-0.08364387902009607,-0.13064387902009633
2019-10-08,-0.08714410775511369,-0.13439410775511396
2019-10-09,-0.09641516419155964,-0.1439151641915599
2019-10-10,-0.11354647207555979,-0.16129647207556005
2019-10-11,-0.11724176099124174,-0.165241760991242
2019-10-14,-0.13169181401618837,-0.1799418140161886
2019-10-15,-0.1191619740031313,-0.16766197400313154
2019-10-16,-0.1275858273865274,-0.17633582738652764
2019-10-17,-0.11068735714362381,-0.15968735714362406
2019-10-18,-0.11979267835793608,-0.16904267835793635
2019-10-21,-0.11324150833074363,-0.16274150833074388
2019-10-22,-0.12070772234861622,-0.17045772234861647
2019-10-23,-0.12734253597281503,-0.17734253597281527
2019-10-24,-0.14673970318505758,-0.19698970318505782
2019-10-25,-0.15130259091928255,-0.2018025909192828
2019-10-28,-0.15175674153625765,-0.2025067415362579
2019-10-29,-0.1456092665808343,-0.19660926658083455
2019-10-30,-0.13921563007778415,-0.1904656300777844
2019-10-31,-0.14683183418032514,-0.19833183418032538
2019-11-01,-0.16539137185183206,-0.2171413718518323
2019-11-04,-0.16133477243986732,-0.21333477243986756
2019-11-05,-0.152280298671617,-0.20453029867161723
2019-11-06,-0.1683310821422983,-0.22083108214229852
2019-11-07,-0.18867400240242563,-0.24142400240242584
2019-11-08,-0.19028809025311244,-0.24328809025311265
2019-11-11,-0.19105161159973447,-0.24430161159973468
2019-11-12,-0.18009352216207516,-0.23359352216207538
2019-11-13,-0.17946053906081255,-0.23321053906081277
2019-11-14,-0.18620855815278511,-0.24020855815278533
2019-11-15,-0.18400508119499592,-0.23825508119499614
2019-11-18,-0.19489717629968978,-0.24939717629969
2019-11-19,-0.1969886650985768,-0.251738665098577
2019-11-20,-0.20112471271902138,-0.2561247127190216
2019-11-21,-0.20322066258384514,-0.2584706625838454
2019-11-22,-0.21173660090699098,-0.2672366009069912
2019-11-25,-0.20022828011416657,-0.2559782801141668
2019-11-26,-0.20214310601962582,-0.25814310601962603
2019-11-27,-0.19762576501982237,-0.25387576501982256
2019-11-29,-0.19614493303851752,-0.2526449330385177
2019-12-02,-0.19000761668981364,-0.24675761668981383
2019-12-03,-0.2029926713154918,-0.259992671315492
2019-12-04,-0.1952068503048352,-0.25245685030483533
2019-12-05,-0.20386895979672598,-0.26136895979672614
2019-12-06,-0.20439976583930006,-0.2621497658393002
2019-12-09,-0.2075838663640035,-0.26558386636400366
2019-12-10,-0.21489214625634273,-0.2731421462563429
2019-12-11,-0.2386340279674881,-0.2971340279674883
2019-12-12,-0.22718520977717024,-0.28593520977717046
2019-12-13,-0.23514502090503156,-0.29414502090503175
2019-12-16,-0.23600696847248118,-0.29525696847248134
2019-12-17,-0.23264139721507435,-0.2921413972150745
2019-12-18,-0.23262379878510578,-0.29237379878510594
2019-12-19,-0.23276206837016636,-0.29276206837016655
2019-12-20,-0.24434634726589818,-0.30459634726589835
2019-12-23,-0.24594625003911513,-0.3064462500391153
2019-12-24,-0.2449405188004987,-0.30569051880049886
2019-12-26,-0.2379653786199609,-0.29896537861996103
2019-12-27,-0.23289711200512372,-0.2941471120051239
2019-12-30,-0.23776595019094532,-0.2992659501909455
2019-12-31,-0.2669302080359547,-0.3286802080359549
2020-01-02,-0.2645208892537243,-0.3265208892537245
2020-01-07,-0.2605888466261384,-0.3228388466261386
2020-01-08,-0.2614260804330936,-0.32392608043309384
2020-01-09,-0.2529915294682391,-0.31574152946823936
2020-01-10,-0.26315960364788077,-0.326159603647881
2020-01-13,-0.26096420310996116,-0.32421420310996135
2020-01-14,-0.25492351513768724,-0.3184235151376874
2020-01-15,-0.25720971544302335,-0.32095971544302354
2020-01-16,-0.25072258512632034,-0.31472258512632056
2020-01-17,-0.24293351787219825,-0.30718351787219844
2020-01-21,-0.2313805919067386,-0.29588059190673877
2020-01-22,-0.24596734678899643,-0.3107173467889966
2020-01-23,-0.2332194592545722,-0.2982194592545724
2020-01-24,-0.21046317624062438,-0.2757131762406246
2020-01-27,-0.22311296536326697,-0.2886129653632672
2020-01-28,-0.2219860961604136,-0.2877360961604138
2020-01-29,-0.2144309002529678,-0.280430900252968
2020-01-30,-0.20056896589641998,-0.2668189658964202
2020-01-31,-0.20932503140405362,-0.2758250314040538
2020-02-03,-0.2342612573387649,-0.3010112573387651
2020-02-04,-0.2449285164376135,-0.3119285164376137
2020-02-05,-0.2613420381950555,-0.32859203819505567
2020-02-06,-0.25285790145887377,-0.3203579014588739
2020-02-07,-0.26150249366652567,-0.3292524936665258
2020-02-10,-0.27360755257454017,-0.34160755257454034
2020-02-11,-0.28630486312196735,-0.3545548631219675
2020-02-12,-0.2743436609819505,-0.3428436609819507
2020-02-13,-0.2689370114386202,-0.3376870114386204
2020-02-14,-0.27382202586389753,-0.34282202586389776
2020-02-18,-0.2893287367102134,-0.3585787367102137
2020-02-19,-0.27739273906259615,-0.3468927390625964
2020-02-20,-0.2557812832880045,-0.32553128328800474
2020-02-21,-0.2278085387542768,-0.2978085387542771
2020-02-24,-0.21373421541889215,-0.2839842154188924
2020-02-25,-0.21026820600383414,-0.2807682060038344
2020-02-26,-0.2155022560709478,-0.28625225607094806
2020-02-27,-0.2656272323894332,-0.33662723238943343
2020-02-28,-0.2527737041428505,-0.3240237041428507
2020-03-02,-0.2552483227520744,-0.32674832275207455
2020-03-03,-0.24950862103766708,-0.3212586210376672
2020-03-04,-0.26561505360561555,-0.33761505360561567
2020-03-05,-0.27024987168118053,-0.3424998716811807
2020-03-06,-0.24798357970372592,-0.3204835797037261
2020-03-09,-0.2715910314428852,-0.3443410314428854
2020-03-10,-0.2618616376179385,-0.33486163761793875
2020-03-11,-0.22460088329871297,-0.29785088329871323
2020-03-12,-0.27114145387546823,-0.3446414538754685
2020-03-13,-0.20577252398033152,-0.2795225239803318
2020-03-16,-0.1598612567145722,-0.23386125671457242
2020-03-17,-0.09488514240327175,-0.169135142403272
2020-03-18,-0.17086764474165306,-0.2453676447416533
2020-03-19,-0.19357379973038502,-0.2683237997303853
2020-03-20,-0.22302402085402404,-0.2980240208540243
2020-03-23,-0.3374800396199398,-0.41273003961994004
2020-03-24,-0.389463823038741,-0.4649638230387413
2020-03-25,-0.3779893730354944,-0.45373937303549466
2020-03-26,-0.3350891387835163,-0.41108913878351655
2020-03-27,-0.30607681707788403,-0.38232681707788424
2020-03-30,-0.3030120400004942,-0.3795120400004944
2020-03-31,-0.250637342865975,-0.3273873428659752
2020-04-01,-0.26030965567135034,-0.3373096556713506
2020-04-02,-0.2487824528477321,-0.32603245284773236
2020-04-03,-0.26711220175185185,-0.3446122017518521
2020-04-06,-0.3037342821478128,-0.38148428214781305
2020-04-07,-0.3435296481073584,-0.42152964810735866
2020-04-08,-0.3673328285989521,-0.4455828285989524
2020-04-09,-0.3362647661275711,-0.41476476612757135
2020-04-13,-0.312878065644768,-0.3916280656447682
2020-04-14,-0.2841964134191648,-0.363196413419165
2020-04-15,-0.23887770742482292,-0.3181277074248231
2020-04-16,-0.3086858667601767,-0.38818586676017686
2020-04-17,-0.2908691728064419,-0.3706191728064421
2020-04-20,-0.2761105678223438,-0.3561105678223439
2020-04-21,-0.2725561977975946,-0.35280619779759476
2020-04-22,-0.2849037954138281,-0.3654037954138282
2020-04-23,-0.2824755056833075,-0.3632255056833076
2020-04-24,-0.3198973663032409,-0.40089736630324097
2020-04-27,-0.3418481040776508,-0.4230981040776509
2020-04-28,-0.4210333090757627,-0.5025333090757628
2020-04-29,-0.3870144128754288,-0.4687644128754289
2020-04-30,-0.34121196455119884,-0.42321196455119897
2020-05-01,-0.3328092142062696,-0.4150592142062697
2020-05-04,-0.32207518851539335,-0.4045751885153934
2020-05-05,-0.3133382590719749,-0.3960882590719749
2020-05-06,-0.3607785989630659,-0.44377859896306593
2020-05-07,-0.38942998733942547,-0.47267998733942546
2020-05-08,-0.3519225477359515,-0.4354225477359515
2020-05-11,-0.3341258737288192,-0.4178758737288192
2020-05-12,-0.29928172215088766,-0.3832817221508876
2020-05-13,-0.3270223190727437,-0.4112723190727437
2020-05-14,-0.3201306810917143,-0.4046306810917143
2020-05-15,-0.3972400403765016,-0.48199004037650167
2020-05-18,-0.3957693236246948,-0.4807693236246948
2020-05-19,-0.425404215257062,-0.510654215257062
2020-05-20,-0.4355830763414721,-0.5210830763414721
2020-05-21,-0.4265981645327476,-0.5123481645327477
2020-05-22,-0.4951836683424628,-0.5811836683424628
2020-05-26,-0.5333095820952524,-0.6195595820952524
2020-05-27,-0.4808204076449597,-0.5673204076449597
2020-05-28,-0.44796100142322237,-0.5347110014232224
2020-05-29,-0.48020554150525363,-0.5672055415052536
2020-06-01,-0.4954996943913676,-0.5827496943913676
2020-06-02,-0.5454041785339763,-0.6329041785339763
2020-06-03,-0.6051506108324203,-0.6929006108324204
2020-06-04,-0.6299601206349049,-0.7179601206349051
2020-06-05,-0.6788076926133226,-0.7670576926133229
2020-06-08,-0.6363230633389826,-0.7248230633389828
2020-06-09,-0.5634956355520695,-0.6522456355520697
2020-06-10,-0.5058230394700477,-0.5948230394700479
2020-06-11,-0.5594799050722981,-0.6487299050722982
2020-06-12,-0.5654366408803071,-0.6549366408803073
2020-06-15,-0.5564664410662992,-0.6462164410662994
2020-06-16,-0.5260285390119115,-0.6160285390119117
2020-06-17,-0.5313134446531753,-0.6215634446531755
2020-06-18,-0.5240403487066799,-0.6145403487066801
2020-06-19,-0.5138941594357685,-0.6046441594357687
2020-06-22,-0.5136802676450112,-0.6046802676450114
2020-06-23,-0.4784663115133752,-0.5697163115133754
2020-06-24,-0.49930163008959066,-0.5908016300895909
2020-06-25,-0.48220297250152167,-0.5739529725015219
2020-06-26,-0.5019880453388779,-0.5939880453388781
2020-06-29,-0.4971568358219728,-0.589406835821973
2020-06-30,-0.4731075714385392,-0.5656075714385393
2020-07-01,-0.47889912711050703,-0.5716491271105072
2020-07-02,-0.4867427869607377,-0.5797427869607379
2020-07-07,-0.4919197257283559,-0.5851697257283561
2020-07-08,-0.4602152145389409,-0.5537152145389411
2020-07-09,-0.49090132294416644,-0.5846513229441667
2020-07-10,-0.4866808687853287,-0.5806808687853289
2020-07-13,-0.47564669075219296,-0.5698966907521932
2020-07-14,-0.5050694604829836,-0.5995694604829839
2020-07-15,-0.5019840388681712,-0.5967340388681716
2020-07-16,-0.47474353657215745,-0.5697435365721578
2020-07-17,-0.4659970950749927,-0.561247095074993
2020-07-20,-0.48360941013169434,-0.5791094101316947
2020-07-21,-0.4715114041454937,-0.5672614041454941
2020-07-22,-0.4601557469119425,-0.5561557469119429
2020-07-23,-0.47143976432702794,-0.5676897643270283
2020-07-24,-0.4620479592822925,-0.5585479592822928
2020-07-27,-0.4530997098079886,-0.549849709807989
2020-07-28,-0.47168673769081554,-0.5686867376908159
2020-07-29,-0.45392983826856503,-0.5511798382685654
2020-07-30,-0.4506375052048681,-0.5481375052048685
2020-07-31,-0.4514035740670099,-0.5491535740670103
2020-08-03,-0.4575794348877393,-0.5555794348877396
2020-08-04,-0.47125198469805046,-0.5695019846980508
2020-08-05,-0.4741415364070507,-0.5726415364070511
2020-08-06,-0.47085325131414174,-0.5696032513141421
2020-08-07,-0.47975905595050045,-0.5787590559505008
2020-08-10,-0.4764479199071789,-0.5756979199071792
2020-08-11,-0.4825078834173834,-0.5820078834173837
2020-08-12,-0.4779332347548922,-0.5776832347548926
2020-08-13,-0.48193413940829793,-0.5819341394082983
2020-08-14,-0.4666176826184071,-0.5668676826184075
2020-08-17,-0.4585332349744784,-0.5590332349744788
2020-08-18,-0.45656514597791736,-0.5573151459779178
2020-08-19,-0.46103318500003376,-0.5620331850000342
2020-08-20,-0.46507834397217696,-0.5663283439721774
2020-08-21,-0.46862751602844555,-0.5701275160284459
2020-08-24,-0.46952690919041484,-0.5712769091904152
2020-08-25,-0.4635660489491456,-0.565566048949146
2020-08-26,-0.46076875982023335,-0.5630187598202337
2020-08-27,-0.4619692829941935,-0.5644692829941939
2020-08-28,-0.4691290325192387,-0.5718790325192391
2020-08-31,-0.49026971463512686,-0.5932697146351272
2020-09-01,-0.47193552500468333,-0.5751855250046837
2020-09-02,-0.4493149396008823,-0.5528149396008827
2020-09-03,-0.44023735914685125,-0.5439873591468516
2020-09-04,-0.4266807895561083,-0.5306807895561086
2020-09-08,-0.4365098748994121,-0.5407598748994125
2020-09-09,-0.4267549952623473,-0.5312549952623477
2020-09-10,-0.41518771508404073,-0.5199377150840411
2020-09-11,-0.42578780698002133,-0.5307878069800217
2020-09-14,-0.4406012523225924,-0.5458512523225928
2020-09-15,-0.4293379783294174,-0.5348379783294178
2020-09-16,-0.4344357144191197,-0.5401857144191201
2020-09-17,-0.42878297999052994,-0.5347829799905304
2020-09-18,-0.4405125861202404,-0.5467625861202409
2020-09-21,-0.43888688046902863,-0.5453868804690291
2020-09-22,-0.4178223519706362,-0.5245723519706367
2020-09-23,-0.41168010486052065,-0.5186801048605211
2020-09-24,-0.4323880604664132,-0.5396380604664136
2020-09-25,-0.4472908498712642,-0.5547908498712646
2020-09-28,-0.445723136417802,-0.5534731364178024
2020-09-29,-0.4384893977631088,-0.5464893977631092
2020-09-30,-0.44781005264529883,-0.5560600526452992
2020-10-01,-0.4286644003932654,-0.5371644003932659
2020-10-02,-0.4440419469694682,-0.5527919469694687
2020-10-05,-0.42705174302566434,-0.5360517430256648
2020-10-06,-0.446975467457092,-0.5562254674570924
2020-10-07,-0.44489078221298145,-0.5543907822129819
2020-10-08,-0.43892482265674143,-0.5486748226567418
2020-10-09,-0.4475247777523887,-0.5575247777523891
2020-10-12,-0.4398039058453281,-0.5500539058453284
2020-10-13,-0.4335874763877434,-0.5440874763877438
2020-10-14,-0.4359597215400555,-0.5467097215400559
2020-10-15,-0.4240061644046138,-0.5350061644046142
2020-10-16,-0.4187833293389149,-0.5300333293389153
2020-10-19,-0.42009495201297226,-0.5315949520129727
2020-10-20,-0.3975590138585812,-0.5093090138585816
2020-10-21,-0.3978852159754865,-0.5098852159754869
2020-10-22,-0.4026605342872771,-0.5149105342872775
2020-10-23,-0.39151310389846755,-0.504013103898468
2020-10-26,-0.37161438614344194,-0.48436438614344235
2020-10-27,-0.37032592014435006,-0.48332592014435044
2020-10-28,-0.39145115517923695,-0.5047011551792373
2020-10-29,-0.3843756853486041,-0.49787568534860444
2020-10-30,-0.38204837784448825,-0.49579837784448855
2020-11-02,-0.3754560309097649,-0.4894560309097652
2020-11-03,-0.39741181627504696,-0.5116618162750473
2020-11-04,-0.4086794962588158,-0.5231794962588161
2020-11-05,-0.39338489805395094,-0.5081348980539513
2020-11-06,-0.46107092366153807,-0.5760709236615384
2020-11-09,-0.4571614635839506,-0.572411463583951
2020-11-10,-0.4356754022104772,-0.5511754022104776
2020-11-11,-0.4252659131535139,-0.5410159131535143
2020-11-12,-0.4531636638575564,-0.5691636638575568
2020-11-13,-0.491056657796516,-0.6073066577965164
2020-11-16,-0.4995260714248143,-0.6160260714248147
2020-11-17,-0.5036513867985756,-0.6204013867985759
2020-11-18,-0.5083896016771406,-0.625389601677141
2020-11-19,-0.5052612421256024,-0.6225112421256027
2020-11-20,-0.551756029101247,-0.6692560291012473
2020-11-23,-0.5906629649429495,-0.7084129649429497
2020-11-24,-0.5789034766775536,-0.6969034766775538
2020-11-25,-0.566101668704657,-0.6843516687046571
2020-11-27,-0.5286902140193628,-0.647190214019363
2020-11-30,-0.5265012155349514,-0.6452512155349517
2020-12-01,-0.5504474738050401,-0.6694474738050403
2020-12-02,-0.5613380124612339,-0.6805880124612341
2020-12-03,-0.5876822838227505,-0.7071822838227507
2020-12-04,-0.5742041708615808,-0.6939541708615812
2020-12-07,-0.5732706469883894,-0.6932706469883898
2020-12-08,-0.5734123352540275,-0.6936623352540279
2020-12-09,-0.5961768139007937,-0.7166768139007942
2020-12-10,-0.582381235016349,-0.7031312350163494
2020-12-11,-0.5694005478781125,-0.6904005478781129
2020-12-14,-0.5804895726973208,-0.7017395726973212
2020-12-15,-0.5786256825234468,-0.7001256825234472
2020-12-16,-0.5713643127147305,-0.693114312714731
2020-12-17,-0.5594446265520493,-0.6814446265520497
2020-12-18,-0.5621802892351977,-0.6844302892351982
2020-12-21,-0.5533820687482032,-0.6758820687482037
2020-12-22,-0.5760747343369673,-0.6988247343369678
2020-12-23,-0.5652639710802343,-0.6882639710802347
2020-12-24,-0.5575168546431947,-0.6807668546431951
2020-12-28,-0.5536006134824519,-0.6771006134824523
2020-12-29,-0.5688235202481386,-0.692573520248139
2020-12-30,-0.563004447151368,-0.6870044471513684
2020-12-31,-0.5578645258972558,-0.6821145258972562
2021-01-07,-0.5578734075107341,-0.6823734075107346
2021-01-08,-0.569633337105207,-0.6943833371052075
2021-01-11,-0.5772936378441045,-0.7022936378441049
2021-01-12,-0.5856047440422272,-0.7108547440422276
2021-01-13,-0.6044442932946213,-0.7299442932946217
2021-01-14,-0.5798262457775477,-0.7055762457775482
2021-01-15,-0.6060029376961747,-0.7320029376961752
2021-01-19,-0.6067097374547481,-0.7329597374547485
2021-01-20,-0.6052193496883126,-0.731719349688313
2021-01-21,-0.5941120808091049,-0.7208620808091054
2021-01-22,-0.5764405481976754,-0.7034405481976759
2021-01-25,-0.5614210886075979,-0.6886710886075984
2021-01-26,-0.5499914198406436,-0.6774914198406441
2021-01-27,-0.555558629224613,-0.6833086292246136
2021-01-28,-0.5544523636275697,-0.6824523636275702
2021-01-29,-0.5677450009214339,-0.6959950009214344
2021-02-01,-0.574263500368372,-0.7027635003683727
2021-02-02,-0.5864230897623288,-0.7151730897623294
2021-02-03,-0.5921063530405248,-0.7211063530405254
2021-02-04,-0.586222387831484,-0.7154723878314846
2021-02-05,-0.6119199813375743,-0.741419981337575
2021-02-08,-0.6120144533468614,-0.7417644533468621
